1;1;1;D4;1;1;1;1;1;1
2;1;1;D5;1;1;1;1;1;2
3;1;1;D6;1;1;1;1;1;3
4;1;1;D7;1;1;1;1;1;4
5;1;1;D8;1;1;1;1;1;5
6;1;1;D9;1;1;1;1;1;6
7;1;1;D10;1;1;1;1;1;7
8;1;2;D14;1;1;1;1;1;1
9;1;2;D15;1;1;1;1;1;2
10;1;2;D16;1;1;1;1;1;3
11;1;2;D17;1;1;1;1;1;4
12;1;2;D18;1;1;1;1;1;5
13;1;2;D19;1;1;1;1;1;6
14;1;2;D20;1;1;1;1;1;7
15;1;3;D24;1;1;1;1;1;1
16;1;3;D25;1;1;1;1;1;2
17;1;3;D26;1;1;1;1;1;3
18;1;3;D27;1;1;1;1;1;4
19;1;3;D28;1;1;1;1;1;5
20;1;3;D29;1;1;1;1;1;6
21;1;3;D30;1;1;1;1;1;7
22;1;4;D34;1;1;1;1;1;1
23;1;4;D35;1;1;1;1;1;2
24;1;4;D36;1;1;1;1;1;3
25;1;4;D37;1;1;1;1;1;4
26;1;4;D38;1;1;1;1;1;5
27;1;4;D39;1;1;1;1;1;6
28;1;4;D40;1;1;1;1;1;7
29;1;5;D44;1;1;1;1;1;1
30;1;5;D45;1;1;1;1;1;2
31;1;5;D46;1;1;1;1;1;3
32;1;5;D47;1;1;1;1;1;4
33;1;5;D48;1;1;1;1;1;5
34;1;5;D49;1;1;1;1;1;6
35;1;5;D50;1;1;1;1;1;7
36;1;6;D54;1;1;1;1;1;1
37;1;6;D55;1;1;1;1;1;2
38;1;6;D56;1;1;1;1;1;3
39;1;6;D57;1;1;1;1;1;4
40;1;6;D58;1;1;1;1;1;5
41;1;6;D59;1;1;1;1;1;6
42;1;6;D50;1;1;1;1;1;7
